MUNICIPIO;UF;Total_Postos;Total_PAE;Total_Agências;Populacao;Coeficiente de ajuste populacional;IDHM;Nível de bancarização;Teledensidade estadual;Probabilidade_de_conversão;Clientes_Convertidos
NOVA AURORA ;RS;6,000000;3,000000;2,000000;13998;10;0,656000;0,000786;0,010144;0,010000;1
NOVA BANDEIRANTES ;BA;3,000000;1,000000;;17125;10;0,668000;0,000234;0,229489;0,270000;46
NOVA BASSANO;AL;3,000000;3,000000;3,000000;4797;5;0,504000;0,001876;0,159058;0,340000;16
NOVA BRASILANDIA D'OESTE;SP;3,000000;5,000000;1,000000;16977;10;0,773000;0,000530;0,039642;0,200000;34
NOVA BRESCIA;PB;2,000000;1,000000;1,000000;8644;10;0,536000;0,000463;0,149121;0,020000;2
NOVA CANAA;PR;1,000000;2,000000;1,000000;8539;10;0,725000;0,000468;0,085959;0,230000;20
NOVA CANAA DO NORTE ;MG;2,000000;2,000000;1,000000;2729;5;0,597000;0,001832;0,580066;2,930000;80
NOVA CANDELARIA ;MG;3,000000;;;18107;10;0,704000;0,000166;0,087425;0,170000;31
NOVA CANTU;MG;1,000000;1,000000;1,000000;4436;5;0,612000;0,000676;0,356853;2,040000;90
NOVA CRIXAS ;MG;1,000000;4,000000;3,000000;31364;15;0,720000;0,000255;0,050472;0,020000;6
NOVA CRUZ ;MG;1,000000;3,000000;3,000000;3179;5;0,616000;0,002202;0,497955;2,940000;93
NOVA ERA;PI;2,000000;4,000000;2,000000;14548;10;0,562000;0,000550;0,200784;0,040000;6
NOVA ERECHIM;BA;2,000000;1,000000;1,000000;11260;10;0,572000;0,000355;0,349023;0,090000;10
NOVA ESPERANCA;MA;4,000000;3,000000;4,000000;10958;10;0,619000;0,001004;0,109600;0,060000;7
NOVA ESPERANCA DO PIRIA ;PB;1,000000;2,000000;1,000000;12283;10;0,541000;0,000326;0,104942;0,020000;2
NOVA ESPERANCA DO SUDOESTE;PR;3,000000;1,000000;;23482;15;0,743000;0,000170;0,031258;0,020000;5
NOVA ESPERANCA DO SUL ;MG;1,000000;1,000000;2,000000;4515;5;0,631000;0,000886;0,350609;2,340000;106
NOVA FATIMA ;PB;4,000000;1,000000;1,000000;19005;10;0,565000;0,000316;0,067824;0,010000;2
NOVA FLORESTA ;RS;1,000000;1,000000;;2542;5;0,746000;0,000787;0,055862;0,860000;22
NOVA FRIBURGO ;RS;22,000000;31,000000;18,000000;2926;5;0,717000;0,024265;0,048530;0,610000;18
NOVA GLORIA ;PR;1,000000;1,000000;1,000000;4573;5;0,632000;0,000656;0,160507;1,080000;49
NOVA GRANADA;MG;1,000000;4,000000;4,000000;1629;5;0,662000;0,005525;0,971762;8,240000;134
NOVA GUARITA;MA;2,000000;1,000000;;3206;5;0,550000;0,000936;0,374610;1,260000;40
NOVA GUATAPORANGA ;MA;1,000000;1,000000;;12412;10;0,533000;0,000161;0,096761;0,010000;1
NOVA HARTZ;SC;2,000000;5,000000;3,000000;33943;15;0,657000;0,000295;0,118640;0,010000;3
NOVA IBIA ;MG;1,000000;1,000000;;17033;10;0,731000;0,000117;0,092937;0,270000;46
NOVA IGUACU ;GO;18,000000;36,000000;41,000000;2480;5;0,679000;0,038306;1,470565;14,150000;351
NOVA IORQUE ;MT;1,000000;1,000000;;4336;5;0,716000;0,000461;2,465175;30,930000;1341
NOVA ITABERABA;MG;3,000000;1,000000;;16793;10;0,707000;0,000238;0,094265;0,200000;34
NOVA ITARANA;SP;1,000000;1,000000;;6630;10;0,766000;0,000302;0,101508;0,470000;31
NOVA LACERDA;PR;2,000000;1,000000;;3741;5;0,652000;0,000802;0,196204;1,540000;58
NOVA LIMA ;GO;15,000000;21,000000;13,000000;10800;10;0,677000;0,004537;0,337685;0,460000;50
NOVA LUZITANIA;CE;1,000000;1,000000;1,000000;14327;10;0,605000;0,000209;0,159629;0,070000;10
NOVA MAMORE ;RN;5,000000;4,000000;3,000000;3448;5;0,608000;0,003480;0,274652;1,520000;52
NOVA MARINGA;AP;2,000000;1,000000;;12544;10;0,592000;0,000239;0,093351;0,030000;4
NOVA MONTE VERDE;MG;3,000000;2,000000;1,000000;4314;5;0,711000;0,001391;0,366945;4,440000;192
NOVA MUTUM;BA;8,000000;9,000000;3,000000;22053;15;0,625000;0,000907;0,178207;0,010000;2
NOVA NAZARE ;PR;1,000000;1,000000;;3832;5;0,763000;0,000522;0,191545;3,300000;126
NOVA OLINDA ;SC;5,000000;5,000000;;31975;15;0,738000;0,000313;0,125942;0,090000;29
NOVA OLINDA DO NORTE;RJ;;1,000000;1,000000;7001;10;0,736000;0,000286;1,426225;4,430000;310
NOVA PALMA;SP;2,000000;1,000000;2,000000;18648;10;0,744000;0,000268;0,036090;0,130000;24
NOVA PETROPOLIS ;PR;4,000000;3,000000;4,000000;6446;10;0,740000;0,001706;0,113869;0,370000;24
NOVA PONTE;MG;2,000000;4,000000;3,000000;5565;10;0,664000;0,001617;0,284456;0,320000;18
NOVA PORTEIRINHA;SP;1,000000;1,000000;;5577;10;0,731000;0,000359;0,120674;0,350000;20
NOVA PRATA;CE;4,000000;3,000000;5,000000;10758;10;0,618000;0,001115;0,212586;0,120000;13
NOVA PRATA DO IGUACU;SP;3,000000;2,000000;3,000000;3824;5;0,724000;0,002092;0,175994;2,330000;89
NOVA RAMADA ;MG;1,000000;;;15185;10;0,656000;0,000066;0,104248;0,100000;15
NOVA REDENCAO ;RJ;1,000000;1,000000;;1905;5;0,737000;0,001050;5,241470;75,980000;1447
NOVA RESENDE;AL;3,000000;8,000000;1,000000;5546;10;0,568000;0,002164;0,137577;0,030000;2
NOVA ROMA DO SUL;PI;2,000000;1,000000;1,000000;18031;10;0,539000;0,000222;0,161999;0,020000;4
NOVA ROSALANDIA ;BA;1,000000;1,000000;;4634;5;0,586000;0,000432;0,848079;3,910000;181
NOVA SANTA BARBARA;RJ;3,000000;1,000000;;25894;15;0,745000;0,000154;0,385611;0,310000;80
NOVA SANTA HELENA ;SP;2,000000;1,000000;;1242;5;0,741000;0,002415;0,541868;8,070000;100
NOVA SANTA ROSA ;BA;5,000000;2,000000;1,000000;22355;15;0,628000;0,000358;0,175800;0,010000;2
NOVA SERRANA;MA;8,000000;11,000000;5,000000;10893;10;0,527000;0,002203;0,110254;0,010000;1
NOVA TEBAS;PI;3,000000;1,000000;;8483;10;0,508000;0,000472;0,344336;0,030000;3
NOVA TIMBOTEUA;GO;1,000000;2,000000;;13142;10;0,665000;0,000228;0,277507;0,310000;41
NOVA TRENTO ;ES;5,000000;3,000000;1,000000;6608;10;0,670000;0,001362;0,314467;0,380000;25
NOVA UBIRATA;GO;3,000000;2,000000;1,000000;2583;5;0,707000;0,002323;1,411924;16,630000;430
